PolicyNumber,EffectiveDate,ExpirationDate,Term,InsuredCustomerNumber,InsuredCompanyName,WrittenPremiumAmount,LineOfBusiness,LineOfBusinessCode,NewOrRenewal,InsuredIndustry,InsuredSector,DistributionChannel,InsuredEIN,InsuredCity,InsuredStateCode,InsuredContactCellPhone,InsuredContactEmail,InsuredNumberOfEmployees,InsuredEmployeeTier,InsuredAnnualRevenue,ProducerProfitCenterID,Territory,ProducerCode,AgentName,GenerationDate
9926922,2022-10-16,2023-10-16,12,9574241,Productize Cutting-Edge Experiences,5900.00,Commercial Auto,AUTO,New,Insurance Brokerage,Financial,Agent Portal,91-1648703,Salem,OR,336-192-0280,choimichelle@larson.com,59,1,23922199,27719,West,64916,Houchens Insurance Group Inc.,2023-06-01 19:49:39.000+0000
5127167,2022-10-13,2023-10-13,12,8303010,Transform Mission-Critical Info-Mediaries,74400.00,Commercial Auto,AUTO,Renewal,Grocery Stores,Retail,Direct Voice,98-1149824,Jackson,MS,122-601-2683,martinjessica@gmail.com,310,2,220816720,69393,Central,94997,Van Buren Bay Insurance Co.,2023-06-01 19:49:39.000+0000
509500,2022-10-04,2023-10-04,12,7619914,Leverage 24/365 Applications,41400.00,Commercial Auto,AUTO,Renewal,Nonalcoholic Beverages,Consumer Non Cyclical,Agent Email ACORD,95-9122892,Omaha,NE,443-128-5475,ashley32@hotmail.com,414,2,217234080,34312,Central,10463,Towne Insurance,2023-06-01 19:49:39.000+0000
8438401,2022-10-19,2023-10-19,12,6149809,Architect Dynamic Models,46400.00,Commercial Auto,AUTO,New,Nonalcoholic Beverages,Consumer Non Cyclical,Agent Email ACORD,91-8619129,Birmingham,AL,729-704-7317,matthewhubbard@kent.biz,464,2,243470080,27719,Central,64916,Houchens Insurance Group Inc.,2023-06-01 19:49:39.000+0000
6851046,2022-10-14,2023-10-14,12,4230874,Syndicate Rich Niches,14400.00,Commercial Auto,AUTO,Renewal,Specialty Retail,Retail,Agent Email ACORD,90-5414596,Montpelier,VT,894-295-5122,moralesrichard@wolfe.org,72,1,41414976,34312,Northeast,10463,Towne Insurance,2023-06-01 19:49:39.000+0000
4004399,2022-10-19,2023-10-19,12,7484217,Strategize Next-Generation Functionalities,114400.00,Commercial Auto,AUTO,Renewal,Personal Services,Services,Agent Email ACORD,92-3751020,Overland Park,KS,242-491-2672,tammyguzman@lin.net,143,2,229107021,16296,Central,33375,Lawley LLC,2023-06-01 19:49:39.000+0000
4334874,2022-10-17,2023-10-17,12,7512605,Enable Strategic Web Services,262500.00,Worker's Comp,WC,New,Technology Retail,Retail,Agent Portal,95-0865816,Fargo,ND,537-663-4148,hcurry@yahoo.com,750,3,530110500,49345,Central,47201,Robertson Ryan & Associates,2023-06-01 19:49:39.000+0000
6498360,2022-10-21,2023-10-21,12,2872576,Synthesize Clicks-And-Mortar Applications,124800.00,Worker's Comp,WC,New,Home Improvement,Construction,Agent Portal,98-6743005,Lexington,KY,894-007-6457,austinpaige@moore.info,312,2,123997848,65294,Central,98527,ALKEME,2023-06-01 19:49:39.000+0000
8225904,2022-10-21,2023-10-21,12,4098759,Benchmark Granular Relationships,52360.00,Commercial Auto,AUTO,New,Pharmacy Services & Retail Drugstore,Retail,Direct Voice,99-1998813,Anchorage,AK,409-268-0999,patricia18@martin.com,238,2,529344368,69393,West,94997,Van Buren Bay Insurance Co.,2023-06-01 19:49:39.000+0000
1171674,2022-10-08,2023-10-08,12,7230306,Iterate Plug-And-Play Experiences,72000.00,Worker's Comp,WC,New,Environmental Services,Services,Agent Email ACORD,98-3775866,Davenport,IA,387-038-4218,ochoaheather@gray.org,180,2,72522540,89148,Central,74785,Professional Insurance Associates,2023-06-01 19:49:39.000+0000
200065,2022-10-15,2023-10-15,12,3594327,Repurpose Sticky Metrics,82680.00,Worker's Comp,WC,New,Professional Services,Services,Direct Voice,92-7995086,Rio Rancho,NM,324-729-6206,brobinson@hotmail.com,106,2,47174770,69393,West,94997,Van Buren Bay Insurance Co.,2023-06-01 19:49:39.000+0000
5712120,2022-10-07,2023-10-07,12,2928801,Deploy Back-End Methodologies,4400.00,Commercial Auto,AUTO,New,Nonalcoholic Beverages,Consumer Non Cyclical,Agent Email Not-ACORD,93-9229083,Tuscaloosa,AL,888-197-5357,amyellis@patton.info,44,1,23087680,25859,Central,49514,Premier Group Insurance Inc.,2023-06-01 19:49:39.000+0000
9689777,2022-10-19,2023-10-19,12,9041371,Unleash Frictionless Web Services,91520.00,Commercial Auto,AUTO,New,Restaurants,Services,Agent Email Not-ACORD,93-6096586,Baltimore,MD,026-434-2185,marisawoodward@mcdaniel.biz,416,2,74613760,27719,Northeast,64916,Houchens Insurance Group Inc.,2023-06-01 19:49:39.000+0000
9316817,2022-10-10,2023-10-10,12,7812355,Evolve Integrated E-Commerce,111000.00,Worker's Comp,WC,Renewal,Retail Apparel,Retail,Agent Portal,99-9362130,Louisville,KY,285-184-2855,dayrobert@russo-johnson.com,444,2,88463448,31793,Central,43449,Sterling Seacrest Pritchard,2023-06-01 19:49:39.000+0000
5997466,2022-10-23,2023-10-23,12,5688436,Redefine Proactive Infrastructures,277530.00,Worker's Comp,WC,Renewal,Specialty Retail,Retail,Agent Email Not-ACORD,94-7238821,Chicago,IL,679-015-6986,cmendoza@gmail.com,957,3,550474056,34312,Central,10463,Towne Insurance,2023-06-01 19:49:39.000+0000
6366961,2022-10-18,2023-10-18,12,6324562,Monetize World-Class Infrastructures,495320.00,Worker's Comp,WC,New,Real Estate Operations,Services,Agent Email Not-ACORD,90-8572554,Jackson,MS,392-853-9093,yangfaith@gmail.com,854,3,1233375836,65294,Central,98527,ALKEME,2023-06-01 19:49:39.000+0000
8750856,2022-10-20,2023-10-20,12,4509349,Transition Holistic Platforms,194500.00,Worker's Comp,WC,New,Office Supplies,Consumer Non Cyclical,Agent Email Not-ACORD,95-8972300,Minneapolis,MN,115-714-3874,chensusan@wilson-ortiz.com,778,3,255089862,34312,Central,10463,Towne Insurance,2023-06-01 19:49:39.000+0000
2164237,2022-10-12,2023-10-12,12,2161053,Mesh Dot-Com Content,88400.00,Commercial Auto,AUTO,Renewal,Automotive Aftermarket,Retail,Agent Email ACORD,95-1850478,Tallahassee,FL,521-174-3933,jamesnguyen@yahoo.com,442,2,344077552,25859,Southeast,49514,Premier Group Insurance Inc.,2023-06-01 19:49:39.000+0000
8713725,2022-10-12,2023-10-12,12,9057903,Grow Compelling Architectures,614250.00,Commercial Auto,AUTO,New,Environmental Services,Services,Direct Voice,94-4828515,Sioux Falls,SD,666-656-5900,evanwalters@gmail.com,945,3,380743335,69393,Central,94997,Van Buren Bay Insurance Co.,2023-06-01 19:49:39.000+0000
4559164,2022-10-27,2023-10-27,12,1030216,Target Efficient Methodologies,9300.00,Commercial Auto,AUTO,Renewal,Department & Discount Retail,Retail,Agent Portal,93-1116297,Salem,OR,859-002-0851,cball@hotmail.com,93,1,22297587,49345,West,47201,Robertson Ryan & Associates,2023-06-01 19:49:39.000+0000
5487105,2022-10-16,2023-10-16,12,3281022,Grow User-Centric Mindshare,55480.00,Worker's Comp,WC,Renewal,Regional Banks,Financial,Direct Voice,93-5798109,Boise,ID,891-955-9574,deborahhughes@rich-clark.biz,292,2,152124116,69393,West,94997,Van Buren Bay Insurance Co.,2023-06-01 19:49:39.000+0000
4012224,2022-10-26,2023-10-26,12,5415831,Deliver Revolutionary Synergies,183040.00,Commercial Auto,AUTO,Renewal,Forestry & Wood Products,Construction,Agent Portal,92-3493818,Austin,TX,571-204-4404,cgarcia@park.com,832,3,798834816,27719,Central,64916,Houchens Insurance Group Inc.,2023-06-01 19:49:39.000+0000
8142554,2022-10-07,2023-10-07,12,9934697,Streamline Cross-Media E-Business,149350.00,Worker's Comp,WC,Renewal,Specialty Retail,Retail,Agent Email Not-ACORD,98-3011320,Albuquerque,NM,831-636-1803,tmiller@morales.com,515,3,296232120,65294,West,98527,ALKEME,2023-06-01 19:49:39.000+0000
9953590,2022-10-29,2023-10-29,12,3317505,Deliver Synergistic Supply-Chains,139920.00,Commercial Auto,AUTO,Renewal,Furniture & Fixtures,Retail,Agent Email ACORD,92-5595459,Waterbury,CT,783-470-7987,richardbowman@yahoo.com,424,2,143378568,27719,Northeast,64916,Houchens Insurance Group Inc.,2023-06-01 19:49:39.000+0000
9893279,2022-10-13,2023-10-13,12,3091625,Innovate Open-Source E-Commerce,54340.00,Commercial Auto,AUTO,Renewal,Forestry & Wood Products,Construction,Agent Portal,94-1920270,Augusta,ME,053-839-2573,jeffreyfox@hotmail.com,247,2,237154086,34312,Northeast,10463,Towne Insurance,2023-06-01 19:49:39.000+0000
2991116,2022-10-18,2023-10-18,12,6961418,Incubate Strategic Bandwidth,10260.00,Worker's Comp,WC,Renewal,Grocery Stores,Retail,Direct Voice,99-1692168,Athens,GA,147-073-7961,erinwashington@yahoo.com,57,1,40601784,69393,Southeast,94997,Van Buren Bay Insurance Co.,2023-06-01 19:49:39.000+0000
8777283,2022-10-17,2023-10-17,12,2603547,Scale Killer Web-Readiness,224000.00,Worker's Comp,WC,New,Environmental Services,Services,Agent Portal,99-9322826,Fargo,ND,501-849-5296,tim21@gmail.com,560,3,225625680,83896,Central,64985,Shepherd Insurance,2023-06-01 19:49:39.000+0000
6484926,2022-10-07,2023-10-07,12,4241329,Facilitate Intuitive Portals,39390.00,Worker's Comp,WC,Renewal,Nonalcoholic Beverages,Consumer Non Cyclical,Agent Email ACORD,91-7277820,Memphis,TN,206-014-6226,qmorgan@soto-white.com,101,2,52996720,25859,Central,49514,Premier Group Insurance Inc.,2023-06-01 19:49:39.000+0000
8140265,2022-10-23,2023-10-23,12,6726818,Drive Value-Added E-Business,31050.00,Commercial Auto,AUTO,New,Special Transportation Services,Transportation,Direct Portal,91-4972248,Madison,WI,951-063-0648,pughelizabeth@gmail.com,23,1,77907440,64599,Central,48920,VBBI Online Insurance LLC.,2023-06-01 19:49:39.000+0000
873364,2022-10-13,2023-10-13,12,8317001,Optimize Bleeding-Edge Applications,523260.00,Commercial Auto,AUTO,New,Transport & Logistics,Transportation,Agent Email Not-ACORD,91-6895726,Billings,MT,858-347-4257,daniellambert@mooney.com,323,2,94006889,34312,West,10463,Towne Insurance,2023-06-01 19:49:39.000+0000
5736149,2022-10-25,2023-10-25,12,9142513,Facilitate Synergistic Systems,12500.00,Commercial Auto,AUTO,New,Food Processing,Consumer Non Cyclical,Agent Portal,99-5165518,Manchester,NH,612-702-7397,brooksjames@hotmail.com,125,2,106718625,65294,Northeast,98527,ALKEME,2023-06-01 19:49:39.000+0000
2391812,2022-10-13,2023-10-13,12,6707868,Seize Frictionless Solutions,12250.00,Worker's Comp,WC,New,Retail Apparel,Retail,Agent Portal,99-6561258,Billings,MT,009-182-5005,agarcia@hotmail.com,49,1,9762858,89148,West,74785,Professional Insurance Associates,2023-06-01 19:49:39.000+0000
9650023,2022-10-16,2023-10-16,12,9235670,Facilitate Vertical Metrics,1500.00,Worker's Comp,WC,New,Furniture & Fixtures,Retail,Agent Email ACORD,92-6435131,Phoenix,AZ,982-687-1075,andrea81@gmail.com,6,1,2028942,25859,West,49514,Premier Group Insurance Inc.,2023-06-01 19:49:39.000+0000
7393545,2022-10-13,2023-10-13,12,2526539,Grow Wireless Communities,241600.00,Commercial Auto,AUTO,Renewal,Personal Services,Services,Agent Portal,95-9265652,Augusta,ME,063-105-1900,mackenziebrown@gmail.com,302,2,483848394,25859,Northeast,49514,Premier Group Insurance Inc.,2023-06-01 19:49:39.000+0000
4856063,2022-10-15,2023-10-15,12,7457449,Utilize One-To-One Web Services,361000.00,Worker's Comp,WC,Renewal,Alcoholic Beverages,Consumer Non Cyclical,Agent Portal,94-7263081,Minneapolis,MN,793-104-8976,aaron01@rodriguez.info,950,3,3647602900,16296,Central,33375,Lawley LLC,2023-06-01 19:49:39.000+0000
3754852,2022-10-18,2023-10-18,12,3015531,Empower Intuitive Relationships,50400.00,Commercial Auto,AUTO,New,Consumer Financial Services,Financial,Agent Portal,98-9725839,Sioux Falls,SD,846-868-1152,sarahcoleman@yahoo.com,252,2,244117692,65294,Central,98527,ALKEME,2023-06-01 19:49:39.000+0000
5270492,2022-10-31,2023-10-31,12,2508782,Envisioneer Transparent Web Services,808200.00,Commercial Auto,AUTO,Renewal,Security & Armored Car Services,Transportation,Agent Email ACORD,90-8102890,Sandy Springs,GA,001-012-8663,woodsmichael@farmer.biz,449,2,72076623,31793,Southeast,43449,Sterling Seacrest Pritchard,2023-06-01 19:49:39.000+0000
3209485,2022-10-08,2023-10-08,12,6622320,Orchestrate Collaborative Deliverables,78400.00,Commercial Auto,AUTO,Renewal,Consumer Financial Services,Financial,Direct Voice,98-9850251,Saint Paul,MN,935-870-6545,susansmith@yahoo.com,392,2,379738632,69393,Central,94997,Van Buren Bay Insurance Co.,2023-06-01 19:49:39.000+0000
8196570,2022-10-09,2023-10-09,12,4908979,Incentivize Best-Of-Breed Info-Mediaries,61700.00,Commercial Auto,AUTO,Renewal,Food Processing,Consumer Non Cyclical,Direct Portal,94-1212693,Nashville,TN,501-635-8263,tchase@hotmail.com,617,3,526763133,64599,Central,48920,VBBI Online Insurance LLC.,2023-06-01 19:49:39.000+0000
8733567,2022-10-30,2023-10-30,12,1942494,Engage Enterprise Paradigms,284700.00,Worker's Comp,WC,New,Professional Services,Services,Direct Voice,92-1237044,Portland,OR,360-752-8295,gsanchez@morales.com,365,2,162441425,69393,West,94997,Van Buren Bay Insurance Co.,2023-06-01 19:49:39.000+0000
9682985,2022-10-04,2023-10-04,12,9953002,Iterate Magnetic Architectures,4800.00,Worker's Comp,WC,Renewal,Personal Services,Services,Agent Email ACORD,95-9833395,Dover,DE,155-570-5452,natashahill@randall-norris.com,12,1,19225764,31793,Northeast,43449,Sterling Seacrest Pritchard,2023-06-01 19:49:39.000+0000
6367633,2022-10-23,2023-10-23,12,4241329,Facilitate Intuitive Portals,10100.00,Commercial Auto,AUTO,Renewal,Nonalcoholic Beverages,Consumer Non Cyclical,Agent Email Not-ACORD,91-7277820,Memphis,TN,206-014-6226,qmorgan@soto-white.com,101,2,52996720,65294,Central,98527,ALKEME,2023-06-01 19:49:39.000+0000
2944530,2022-10-09,2023-10-09,12,9660068,Unleash Global Applications,53940.00,Worker's Comp,WC,New,Real Estate Operations,Services,Agent Email ACORD,92-0805422,Visalia,CA,498-325-3577,johnsondennis@howard.biz,93,1,134313762,34312,West,10463,Towne Insurance,2023-06-01 19:49:39.000+0000
879862,2022-10-16,2023-10-16,12,5415831,Deliver Revolutionary Synergies,241280.00,Worker's Comp,WC,Renewal,Forestry & Wood Products,Construction,Agent Email ACORD,92-3493818,Austin,TX,571-204-4404,cgarcia@park.com,832,3,798834816,16296,Central,33375,Lawley LLC,2023-06-01 19:49:39.000+0000
9545350,2022-10-02,2023-10-02,12,2350827,Re-Contextualize Out-Of-The-Box E-Business,196000.00,Commercial Auto,AUTO,New,Professional Services,Services,Agent Email Not-ACORD,98-6167601,Oklahoma City,OK,709-176-6740,tylertaylor@ballard-king.com,245,2,109036025,89148,Central,74785,Professional Insurance Associates,2023-06-01 19:49:39.000+0000
893628,2022-10-20,2023-10-20,12,9709068,Facilitate Real-Time E-Business,155440.00,Worker's Comp,WC,Renewal,"Internet, Mail Order & Online Shops",Retail,Agent Email ACORD,91-1212871,Chicago,IL,288-404-0544,sorozco@chapman.net,268,2,156559704,27719,Central,64916,Houchens Insurance Group Inc.,2023-06-01 19:49:39.000+0000
7512646,2022-10-22,2023-10-22,12,3496929,Brand Cutting-Edge Platforms,7150.00,Commercial Auto,AUTO,New,Environmental Services,Services,Direct Voice,95-7489654,Manchester,NH,271-512-0163,wallacedaniel@barton.com,11,1,4431933,69393,Northeast,94997,Van Buren Bay Insurance Co.,2023-06-01 19:49:39.000+0000
9289154,2022-10-06,2023-10-06,12,1265021,Disintermediate Collaborative E-Markets,123000.00,Commercial Auto,AUTO,Renewal,Consumer Financial Services,Financial,Agent Portal,99-3701686,Washington,DC,755-822-8980,valerierussell@hotmail.com,615,3,595763415,49345,Northeast,47201,Robertson Ryan & Associates,2023-06-01 19:49:39.000+0000
9350000,2022-10-26,2023-10-26,12,3026895,Implement Strategic Vortals,5400.00,Worker's Comp,WC,Renewal,Transport & Logistics,Transportation,Agent Email Not-ACORD,99-3630873,Little Rock,AR,035-937-1817,robertsdeborah@yahoo.com,15,1,4365645,34312,Central,10463,Towne Insurance,2023-06-01 19:49:39.000+0000
2225489,2022-10-09,2023-10-09,12,1971190,Aggregate Revolutionary Paradigms,240700.00,Worker's Comp,WC,New,"Internet, Mail Order & Online Shops",Retail,Direct Voice,99-1901205,Detroit,MI,074-231-5132,kaitlyn70@ward.com,415,2,242433870,69393,Central,94997,Van Buren Bay Insurance Co.,2023-06-01 19:49:39.000+0000
9462527,2022-10-25,2023-10-25,12,4192962,Optimize World-Class Solutions,57860.00,Commercial Auto,AUTO,New,Pharmacy Services & Retail Drugstore,Retail,Direct Voice,93-8725611,Waterbury,CT,918-019-5304,alicemiller@carroll-wright.com,263,2,584947768,69393,Northeast,94997,Van Buren Bay Insurance Co.,2023-06-01 19:49:39.000+0000
235788,2022-10-16,2023-10-16,12,2411412,Orchestrate Granular Users,47700.00,Commercial Auto,AUTO,New,Department & Discount Retail,Retail,Agent Portal,91-2363707,Omaha,NE,498-748-9597,leejessica@carter.org,477,2,114365043,25859,Central,49514,Premier Group Insurance Inc.,2023-06-01 19:49:39.000+0000
2130807,2022-10-27,2023-10-27,12,8217204,Strategize Global Systems,44280.00,Worker's Comp,WC,Renewal,Restaurants,Services,Agent Email Not-ACORD,93-5817384,Billings,MT,460-050-2483,vgonzalez@everett.com,164,2,29415040,89148,West,74785,Professional Insurance Associates,2023-06-01 19:49:39.000+0000
2733572,2022-10-25,2023-10-25,12,3339309,Streamline Out-Of-The-Box Models,69600.00,Commercial Auto,AUTO,Renewal,Professional Services,Services,Agent Email ACORD,95-4397021,Charleston,WV,359-556-5667,wallacederrick@mitchell-patton.info,87,1,38718915,31793,Southeast,43449,Sterling Seacrest Pritchard,2023-06-01 19:49:39.000+0000
9979075,2022-10-17,2023-10-17,12,6222284,Unleash Synergistic Networks,20400.00,Commercial Auto,AUTO,Renewal,Automotive Aftermarket,Retail,Agent Portal,90-0559547,Fargo,ND,172-112-8720,schneiderjennifer@odonnell-giles.biz,102,2,79402512,34312,Central,10463,Towne Insurance,2023-06-01 19:49:39.000+0000
4221513,2022-10-13,2023-10-13,12,8516185,Reinvent E-Business Metrics,489600.00,Commercial Auto,AUTO,New,Security & Armored Car Services,Transportation,Agent Email ACORD,93-9515075,Louisville,KY,824-257-3579,johnwilson@yahoo.com,272,2,43663344,25859,Central,49514,Premier Group Insurance Inc.,2023-06-01 19:49:39.000+0000
7904819,2022-10-19,2023-10-19,12,3186981,Evolve Plug-And-Play Content,80240.00,Worker's Comp,WC,New,Special Transportation Services,Transportation,Agent Portal,91-0371354,Meridian,ID,846-028-9159,ireeves@booker.com,236,2,799398080,65294,West,98527,ALKEME,2023-06-01 19:49:39.000+0000
8114099,2022-10-03,2023-10-03,12,2097134,Integrate Visionary Schemas,11880.00,Commercial Auto,AUTO,Renewal,Furniture & Fixtures,Retail,Direct Voice,92-7248853,Montgomery,AL,329-322-3617,antoniosanchez@hotmail.com,36,1,12173652,69393,Central,94997,Van Buren Bay Insurance Co.,2023-06-01 19:49:39.000+0000
9363422,2022-10-03,2023-10-03,12,3628798,Incubate Strategic Platforms,154440.00,Worker's Comp,WC,New,Professional Services,Services,Agent Email ACORD,95-1154822,Dallas,TX,248-666-5536,scarney@white.com,198,2,88118910,65294,Central,98527,ALKEME,2023-06-01 19:49:39.000+0000
1060089,2022-10-11,2023-10-11,12,1549479,Expedite Value-Added Content,27260.00,Worker's Comp,WC,New,Real Estate Operations,Services,Agent Portal,94-8045309,Frisco,TX,590-802-7384,cindy85@hotmail.com,47,1,67878998,89148,Central,74785,Professional Insurance Associates,2023-06-01 19:49:39.000+0000
3945237,2022-10-19,2023-10-19,12,8799127,Unleash Efficient Portals,515160.00,Commercial Auto,AUTO,New,Transport & Logistics,Transportation,Direct Voice,92-3157713,Newark,NJ,834-746-2389,isabelthompson@dean.biz,318,2,92551674,69393,Northeast,94997,Van Buren Bay Insurance Co.,2023-06-01 19:49:39.000+0000
6776120,2022-10-25,2023-10-25,12,7729245,Expedite Value-Added Models,3500.00,Commercial Auto,AUTO,New,Investment Services,Financial,Direct Portal,91-3984877,Albuquerque,NM,749-535-4972,kelsey62@solomon.com,35,1,41188105,64599,West,48920,VBBI Online Insurance LLC.,2023-06-01 19:49:39.000+0000
3238817,2022-10-29,2023-10-29,12,6896761,Leverage Enterprise Platforms,13500.00,Commercial Auto,AUTO,Renewal,Technology Retail,Retail,Direct Portal,99-4342698,Augusta,ME,635-844-7333,matthew13@clark.info,135,2,95419890,64599,Northeast,48920,VBBI Online Insurance LLC.,2023-06-01 19:49:39.000+0000
7123973,2022-10-03,2023-10-03,12,3778055,Iterate Strategic Technologies,5000.00,Commercial Auto,AUTO,Renewal,Alcoholic Beverages,Consumer Non Cyclical,Direct Voice,98-8108783,Gresham,OR,010-591-2365,dfloyd@baldwin.com,50,1,191979100,69393,West,94997,Van Buren Bay Insurance Co.,2023-06-01 19:49:39.000+0000
4288338,2022-10-31,2023-10-31,12,9084041,Benchmark Value-Added Synergies,173160.00,Worker's Comp,WC,New,Pharmacy Services & Retail Drugstore,Retail,Agent Email Not-ACORD,92-8500616,Paterson,NJ,493-431-4575,savannahjohnson@miller.com,222,2,493758192,65294,Northeast,98527,ALKEME,2023-06-01 19:49:39.000+0000
1998544,2022-10-17,2023-10-17,12,9667154,Unleash Scalable E-Services,3200.00,Commercial Auto,AUTO,New,Software & Programming,Services,Agent Email ACORD,93-6097696,Ann Arbor,MI,893-449-6231,lindafreeman@yahoo.com,32,1,13775808,65294,Central,98527,ALKEME,2023-06-01 19:49:39.000+0000
3717074,2022-10-13,2023-10-13,12,9583760,Incubate User-Centric Content,163800.00,Worker's Comp,WC,Renewal,Transport & Logistics,Transportation,Agent Email ACORD,90-0361689,Montgomery,AL,508-463-4534,hortoneric@gmail.com,455,2,132424565,34312,Central,10463,Towne Insurance,2023-06-01 19:49:39.000+0000
958192,2022-10-31,2023-10-31,12,5747666,Exploit E-Business Initiatives,46500.00,Commercial Auto,AUTO,Renewal,Alcoholic Beverages,Consumer Non Cyclical,Agent Email ACORD,98-2960043,Richmond,VA,287-483-8839,obrooks@kelley.com,465,2,1785405630,65294,Southeast,98527,ALKEME,2023-06-01 19:49:39.000+0000
5103672,2022-10-04,2023-10-04,12,7093520,Integrate 24/365 Markets,14300.00,Worker's Comp,WC,New,Consumer Financial Services,Financial,Direct Voice,95-0834721,Lexington,KY,818-599-1942,hannahgomez@yahoo.com,55,1,53279655,69393,Central,94997,Van Buren Bay Insurance Co.,2023-06-01 19:49:39.000+0000
6772726,2022-10-25,2023-10-25,12,2143911,E-Enable Distributed Communities,18100.00,Commercial Auto,AUTO,Renewal,Department & Discount Retail,Retail,Agent Portal,94-3125106,Nampa,ID,154-331-7796,amason@finley.com,181,2,43396379,83896,West,64985,Shepherd Insurance,2023-06-01 19:49:39.000+0000
2876551,2022-10-10,2023-10-10,12,6398922,Iterate Vertical Web-Readiness,231200.00,Commercial Auto,AUTO,Renewal,Real Estate Operations,Services,Direct Voice,91-6537644,Macon,GA,270-648-4591,frodriguez@gmail.com,289,2,417383626,69393,Southeast,94997,Van Buren Bay Insurance Co.,2023-06-01 19:49:39.000+0000
3999246,2022-10-13,2023-10-13,12,5851087,Strategize Enterprise Supply-Chains,33300.00,Commercial Auto,AUTO,Renewal,Investment Services,Financial,Agent Portal,94-6298894,Dover,DE,025-299-3607,johnsrhonda@hunt.biz,333,2,391875399,83896,Northeast,64985,Shepherd Insurance,2023-06-01 19:49:39.000+0000
9967036,2022-10-18,2023-10-18,12,8235360,Engineer Robust Technologies,66060.00,Worker's Comp,WC,New,Grocery Stores,Retail,Agent Email Not-ACORD,92-9382600,Little Rock,AR,871-040-4317,gbutler@spencer.info,367,2,261418504,49345,Central,47201,Robertson Ryan & Associates,2023-06-01 19:49:39.000+0000
8725497,2022-10-28,2023-10-28,12,6896761,Leverage Enterprise Platforms,47250.00,Worker's Comp,WC,Renewal,Technology Retail,Retail,Direct Voice,99-4342698,Augusta,ME,635-844-7333,matthew13@clark.info,135,2,95419890,69393,Northeast,94997,Van Buren Bay Insurance Co.,2023-06-01 19:49:39.000+0000
7448306,2022-11-18,2023-11-18,12,8316923,Innovate Visionary Vortals,34450.00,Commercial Auto,AUTO,Renewal,Environmental Services,Services,Direct Voice,98-7886650,Reno,NV,131-600-0649,thompsonrenee@jacobs.com,53,1,21353859,69393,West,94997,Van Buren Bay Insurance Co.,2023-06-01 19:49:39.000+0000
5818512,2022-11-19,2023-11-19,12,5970826,Whiteboard Strategic Initiatives,39900.00,Commercial Auto,AUTO,New,Regional Banks,Financial,Agent Portal,93-9537397,Cedar Rapids,IA,271-526-3488,curtisalexandra@turner.net,399,2,207868227,16296,Central,33375,Lawley LLC,2023-06-01 19:49:39.000+0000
2152160,2022-11-03,2023-11-03,12,2623581,Transition Best-Of-Breed Applications,2000.00,Worker's Comp,WC,New,Office Supplies,Consumer Non Cyclical,Agent Portal,99-3534692,Cincinnati,OH,631-381-6405,cherryjames@melton.com,8,1,2623032,16296,Central,33375,Lawley LLC,2023-06-01 19:49:39.000+0000
164159,2022-11-24,2023-11-24,12,5980565,Streamline Robust Info-Mediaries,24700.00,Commercial Auto,AUTO,New,Personal & Household Products,Consumer Non Cyclical,Direct Voice,90-8135020,Montpelier,VT,958-084-4521,thomas12@vance-bridges.org,247,2,132209467,69393,Northeast,94997,Van Buren Bay Insurance Co.,2023-06-01 19:49:39.000+0000
2272898,2022-11-04,2023-11-04,12,2141797,E-Enable Open-Source Vortals,129880.00,Worker's Comp,WC,Renewal,Special Transportation Services,Transportation,Agent Email Not-ACORD,99-2897624,Charleston,WV,182-387-0263,kimberlylivingston@dickson.info,382,2,1293940960,31793,Southeast,43449,Sterling Seacrest Pritchard,2023-06-01 19:49:39.000+0000
6815040,2022-11-10,2023-11-10,12,7705050,Deliver Customized Channels,28300.00,Commercial Auto,AUTO,New,Office Supplies,Consumer Non Cyclical,Agent Email Not-ACORD,93-8754357,Washington,DC,773-951-5759,michelehall@gmail.com,283,2,92789757,49345,Northeast,47201,Robertson Ryan & Associates,2023-06-01 19:49:39.000+0000
5457224,2022-11-19,2023-11-19,12,4714231,Transition Frictionless Users,143400.00,Commercial Auto,AUTO,New,Specialty Retail,Retail,Agent Portal,93-9967339,Sioux Falls,SD,947-060-9134,bbaker@yahoo.com,717,3,412424136,49345,Central,47201,Robertson Ryan & Associates,2023-06-01 19:49:39.000+0000
6364738,2022-11-21,2023-11-21,12,5173734,Deliver Value-Added Communities,95380.00,Worker's Comp,WC,New,Regional Banks,Financial,Direct Voice,00-0471837,Manchester,NH,615-610-9422,jessica18@gmail.com,502,3,261528446,69393,Northeast,94997,Van Buren Bay Insurance Co.,2023-06-01 19:49:39.000+0000
8230289,2022-11-06,2023-11-06,12,9791597,Engineer Robust Infrastructures,32200.00,Commercial Auto,AUTO,New,Food Processing,Consumer Non Cyclical,Direct Portal,90-7192534,Charleston,WV,143-260-5792,omorgan@yahoo.com,322,2,274907178,64599,Southeast,48920,VBBI Online Insurance LLC.,2023-06-01 19:49:39.000+0000
8908684,2022-11-15,2023-11-15,12,9137571,Iterate Vertical Content,144480.00,Worker's Comp,WC,New,Software & Programming,Services,Agent Portal,91-4415712,New York,NY,256-694-6800,nicholsalyssa@jordan.info,168,2,72322992,83896,Northeast,64985,Shepherd Insurance,2023-06-01 19:49:39.000+0000
