policyid,customerno,policyquotationdate,policyeffectivedate,sex,firstname,lastname,customerdob,issuestate,city,country,issueage,smokingclass,uwclass,coverageunit,prodcode,yearlypremium,policystatus,sumassured,nationalid,maritalstatus,emailid,phoneno,policyterm,newrenew,producer,policyterminationdate,policyterminationreason,monthlypremium,agentcommision,premiumpaidtilldate,commisionpaidtilldate,beneficiaryname,beneficiaryrelationship,beneficiarypct,lastupdated
10002855,10020444,2020-10-21,2020/10/26,F,Julie,Gonzalez,1940/05/10,KS,Wichita,USA,80,N,0,467,A0001,607,T,467000,439-75-8468,single,adam41@gmail.com,059-190-6091,15,R,P1003433,2035-10-26,,58.17,12.8,1512.42,231.05,John Morrow,Daughter,100,14/02/2023 10:18:56
10002856,10049781,2020-09-26,2020/10/26,M,Caleb,Smith,1951/09/13,MT,Billings,USA,69,N,2,216,A0001,280,C,216000,603-57-3766,married,zscott@yahoo.com,856-001-7034,15,R,P1003249,2035-10-26,Cancelled by policy holder request,26.83,5.9,697.58,106.4,Michelle Elliott,Spouse,100,14/02/2023 10:18:56
10002857,10038301,2020-09-19,2020/10/26,M,Andrew,Odom,1974/10/28,CO,Denver,USA,45,N,0,146,A0001,167,T,146000,204-97-1711,married,adam06@hotmail.com,667-780-0480,15,R,P1001640,2035-10-26,Cancelled due to non payment,16.0,3.52,416.0,63.52,David Baldwin,Spouse,100,14/02/2023 10:18:56
10002858,10037127,2020-10-19,2020/10/26,M,Jake,Duarte,1976/09/08,MI,Grand Rapids,USA,44,S,1,317,A0001,380,C,317000,508-15-0712,single,ubarnes@gmail.com,336-800-2423,15,N,P1001151,2035-10-26,Cancelled by policy holder request,36.42,8.01,946.92,144.51,Robert Melendez,Daughter,100,14/02/2023 10:18:56
10002859,10042919,2020-10-08,2020/10/27,M,Raymond,Fuller,1963/10/21,UT,West Jordan,USA,57,N,1,61,A0001,79,D,61000,845-01-7560,single,travissmith@yahoo.com,609-115-8895,15,R,P1003057,2035-10-27,Deceased,7.57,1.67,196.82,30.17,Tanner Hunter,Son,100,14/02/2023 10:18:56
10002860,10013878,2020-08-20,2020/10/27,F,Cynthia,Garcia,1989/10/30,CT,Waterbury,USA,30,N,1,312,A0001,358,T,312000,536-35-8466,single,davenportjesus@hotmail.com,050-830-6058,15,R,P1003432,2035-10-27,,34.31,7.55,892.06,136.3,Nicole Anderson,Spouse,100,14/02/2023 10:18:56
10002861,10017977,2020-09-12,2020/10/27,M,Danny,Bowers,2001/08/14,WI,Milwaukee,USA,19,S,1,131,A0001,157,T,131000,450-19-5761,married,treid@yahoo.com,116-219-5905,15,R,P1001914,2035-10-27,Cancelled due to non payment,15.05,3.31,391.3,59.81,Jorge Martin,Son,100,14/02/2023 10:18:56
10002862,10015918,2020-10-09,2020/10/27,M,John,Stone,1945/07/15,MI,Grand Rapids,USA,75,N,1,142,A0001,184,C,142000,173-68-3541,single,robertgibson@gmail.com,192-834-0298,15,R,P1002894,2035-10-27,Cancelled by policy holder request,17.63,3.88,458.38,69.88,Mark Long,Spouse,100,14/02/2023 10:18:56
10002863,10019565,2020-10-19,2020/10/27,M,Benjamin,Gould,1958/07/28,OH,Columbus,USA,62,S,0,346,A0001,484,C,346000,460-52-8624,married,oespinoza@yahoo.com,667-380-9486,15,R,P1002334,2035-10-27,Cancelled by policy holder request,46.38,10.2,1205.88,184.2,Angela Russell,Son,100,14/02/2023 10:18:56
10002864,10002280,2020-10-25,2020/10/27,F,Julie,Hawkins,1958/05/10,GA,South Fulton,USA,62,S,1,348,A0001,487,T,348000,858-41-3724,married,hlewis@gmail.com,663-917-9958,15,N,P1003074,2035-10-27,Cancelled due to non payment,46.67,10.27,1213.42,185.27,Kelli Randolph,Spouse,100,14/02/2023 10:18:56
10002865,10044202,2020-09-11,2020/10/27,F,Kayla,Paul,1943/05/01,WY,Cheyenne,USA,77,N,2,329,A0001,427,C,329000,125-32-0442,single,kenneth15@gmail.com,473-287-5855,15,R,P1001114,2035-10-27,Cancelled by policy holder request,40.92,9.0,1063.92,162.5,Thomas Kramer,Daughter,100,14/02/2023 10:18:56
10002866,10005404,2020-09-30,2020/10/27,F,Michelle,Taylor,1955/12/23,MO,Kansas City,USA,64,N,0,499,A0001,648,T,499000,480-25-5301,married,vduncan@gmail.com,671-705-5448,15,R,P1000198,2035-10-27,,62.1,13.66,1614.6,246.5,Brenda Myers,Daughter,100,14/02/2023 10:18:56
10002867,10013485,2020-08-05,2020/10/28,M,Brian,Rosales,1998/03/04,VA,Alexandria,USA,22,S,2,268,A0001,321,D,268000,581-50-8794,divorced,whenry@gmail.com,167-286-5753,15,N,P1000073,2035-10-28,Deceased,30.76,6.77,799.76,122.02,William Gutierrez,Daughter,100,14/02/2023 10:18:56
10002868,10021769,2020-08-06,2020/10/28,F,Kaitlin,Price,1949/11/30,OH,Cleveland,USA,70,S,2,306,A0001,428,T,306000,365-58-7640,married,brianjimenez@gmail.com,853-884-1673,15,N,P1003977,2035-10-28,,41.02,9.02,1066.52,162.77,Scott Haynes,Daughter,100,14/02/2023 10:18:56
10002869,10000876,2020-09-22,2020/10/28,F,Amanda,Green,1975/05/13,NE,Omaha,USA,45,S,0,70,A0001,84,T,70000,372-21-8643,single,stephanie13@hotmail.com,416-262-8080,15,N,P1001163,2035-10-28,Cancelled due to non payment,8.05,1.77,209.3,32.02,Zachary Jackson,Spouse,100,14/02/2023 10:18:56
10002870,10009443,2020-10-18,2020/10/28,F,Amber,Craig,1978/12/04,LA,Baton Rouge,USA,41,S,2,473,A0001,567,C,473000,025-18-1894,married,sally63@gmail.com,001-510-5550,15,R,P1002035,2035-10-28,Cancelled by policy holder request,54.34,11.95,1412.84,215.7,Alexis Johnson,Spouse,100,14/02/2023 10:18:56
10002871,10009401,2020-09-24,2020/10/28,F,Mary,Rice,1972/04/02,IA,Des Moines,USA,48,N,2,85,A0001,110,T,85000,732-33-2630,divorced,xprice@yahoo.com,893-376-2093,15,N,P1002376,2035-10-28,Cancelled due to non payment,10.54,2.32,274.04,41.82,Gary Rodgers MD,Spouse,100,14/02/2023 10:18:56
10002872,10047654,2020-10-21,2020/10/28,M,Stephen,King,1963/05/20,ND,Fargo,USA,57,S,0,156,A0001,218,C,156000,426-23-4834,single,jessicamendoza@gmail.com,886-653-6276,15,R,P1001061,2035-10-28,Cancelled by policy holder request,20.89,4.6,543.14,82.85,Lisa Petersen,Spouse,100,14/02/2023 10:18:56
10002873,10000178,2020-08-09,2020/10/28,F,Pam,Taylor,1974/08/14,IL,Chicago,USA,46,S,2,403,A0001,564,C,403000,655-37-1440,married,kturner@hotmail.com,052-352-8282,15,R,P1003729,2035-10-28,Cancelled by policy holder request,54.05,11.89,1405.3,214.64,Ryan Mathews II,Son,100,14/02/2023 10:18:56
10002874,10038995,2020-09-10,2020/10/28,M,Christian,Jones,1972/08/08,NE,Omaha,USA,48,N,0,67,A0001,87,T,67000,013-07-8453,married,spencer95@yahoo.com,748-739-3192,15,N,P1003799,2035-10-28,,8.34,1.83,216.84,33.08,Gregory Johnson,Spouse,100,14/02/2023 10:18:56
10002875,10011466,2020-09-04,2020/10/28,F,Heidi,Murray,1990/04/17,WV,Charleston,USA,30,N,1,197,A0001,226,D,197000,813-06-1640,married,ifreeman@gmail.com,046-468-2517,15,R,P1003411,2035-10-28,Deceased,21.66,4.77,563.16,86.02,Michael Obrien,Son,100,14/02/2023 10:18:56
10002876,10007588,2020-09-08,2020/10/28,F,Adrienne,Morris,1971/05/27,OH,Akron,USA,49,N,0,374,A0001,486,T,374000,439-32-8829,married,andreaclayton@yahoo.com,920-157-7915,15,R,P1002196,2035-10-28,Cancelled due to non payment,46.57,10.25,1210.82,185.0,Alan Willis,Spouse,100,14/02/2023 10:18:56
10002877,10048120,2020-09-28,2020/10/28,F,Amanda,Davis,1952/05/09,WY,Cheyenne,USA,68,S,1,210,A0001,294,T,210000,329-07-5938,married,hayesjohn@yahoo.com,348-979-5764,15,R,P1002123,2035-10-28,,28.17,6.2,732.42,111.95,Seth Lewis,Spouse,100,14/02/2023 10:18:56
10002878,10025065,2020-09-06,2020/10/28,F,Teresa,Watts,1945/11/05,NV,Henderson,USA,74,S,0,227,A0001,317,C,227000,144-03-1868,divorced,victoriaanderson@hotmail.com,569-860-6630,15,R,P1000096,2035-10-28,Cancelled by policy holder request,30.38,6.68,789.88,120.68,Michelle Lyons,Spouse,100,14/02/2023 10:18:56
10002879,10026542,2020-10-12,2020/10/28,M,Kevin,Hoover,1945/09/15,RI,Providence,USA,75,N,0,277,A0001,360,C,277000,699-39-5937,divorced,wsherman@gmail.com,733-101-2622,15,N,P1000423,2035-10-28,Cancelled by policy holder request,34.5,7.59,897.0,136.92,Richard Riley,Spouse,100,14/02/2023 10:18:56
10002880,10001030,2020-10-26,2020/10/28,F,Mackenzie,Kerr,1974/01/29,CO,Aurora,USA,46,N,2,325,A0001,422,D,325000,809-38-5842,single,martinreed@gmail.com,375-823-5304,15,R,P1001857,2035-10-28,Deceased,40.44,8.9,1051.44,160.65,Sean Lawrence,Daughter,100,14/02/2023 10:18:56
10002881,10016121,2020-08-16,2020/10/28,M,Jared,Hess,1991/07/20,NE,Lincoln,USA,29,S,1,427,A0001,512,C,427000,852-81-7899,single,davidmiller@yahoo.com,366-758-1635,15,R,P1002673,2035-10-28,Cancelled by policy holder request,49.07,10.8,1275.82,194.8,Peter Foster,Daughter,100,14/02/2023 10:18:56
10002882,10049707,2020-10-08,2020/10/29,M,John,Maxwell,1954/06/26,AR,Little Rock,USA,66,N,1,351,A0001,456,D,351000,899-55-0843,married,normanwilliam@hotmail.com,257-493-7212,15,N,P1001755,2035-10-29,Deceased,43.7,9.61,1136.2,173.56,Jasmine Bowman,Son,100,14/02/2023 10:18:56
10002883,10001009,2020-09-14,2020/10/29,F,Meagan,Velez,1942/08/04,NJ,Jersey City,USA,78,N,0,225,A0001,292,T,225000,394-21-0091,divorced,robert26@yahoo.com,074-196-6521,15,N,P1000513,2035-10-29,Cancelled due to non payment,27.98,6.16,727.48,111.16,Ryan Tran,Son,100,14/02/2023 10:18:56
10002884,10020801,2020-09-19,2020/10/29,F,Denise,Flynn,1952/02/04,OR,Salem,USA,68,N,1,355,A0001,461,T,355000,538-10-5460,divorced,lawsonjose@yahoo.com,415-846-2983,15,N,P1002977,2035-10-29,Cancelled due to non payment,44.18,9.72,1148.68,175.47,Anne Smith,Son,100,14/02/2023 10:18:56
10002885,10024786,2020-09-25,2020/10/29,M,Wayne,Torres,1961/09/02,MS,Jackson,USA,59,N,0,460,A0001,598,T,460000,336-87-1376,single,annmitchell@hotmail.com,954-960-9211,15,N,P1000165,2035-10-29,Cancelled due to non payment,57.31,12.61,1490.06,227.61,Margaret Parks,Spouse,100,14/02/2023 10:18:56
10002886,10001179,2020-09-12,2020/10/29,M,Christopher,Brown,1943/09/13,WV,Charleston,USA,77,N,1,489,A0001,635,D,489000,553-74-6197,divorced,brittany92@gmail.com,417-900-2228,15,N,P1003797,2035-10-29,Deceased,60.85,13.39,1582.1,241.64,Ryan Jensen,Son,100,14/02/2023 10:18:56
10002887,10012525,2020-10-11,2020/10/30,M,Tyler,Barnes,1940/06/19,PA,Philadelphia,USA,80,S,1,333,A0001,466,T,333000,450-96-8917,married,nicholas42@hotmail.com,472-222-8953,15,N,P1003366,2035-10-30,Cancelled due to non payment,44.66,9.83,1161.16,177.33,Cheryl Fletcher,Daughter,100,14/02/2023 10:18:56
10002888,10048778,2020-10-10,2020/10/30,M,John,Schmidt,1941/05/15,OK,Oklahoma City,USA,79,N,1,387,A0001,503,T,387000,800-52-0133,divorced,clarktimothy@gmail.com,495-199-8757,15,N,P1000467,2035-10-30,,48.2,10.6,1253.2,191.35,Rebecca Lopez,Spouse,100,14/02/2023 10:18:56
10002889,10019371,2020-10-18,2020/10/30,F,Natalie,Stephens,1993/09/10,HI,Honolulu,USA,27,N,0,122,A0001,140,T,122000,496-02-9626,single,michelle30@yahoo.com,318-742-5514,15,N,P1001110,2035-10-30,Cancelled due to non payment,13.42,2.95,348.92,53.2,Gerald Roberts,Daughter,100,14/02/2023 10:18:56
10002890,10033409,2020-09-16,2020/10/30,M,Marcus,Sanders,1957/03/16,KY,Louisville,USA,63,S,0,415,A0001,581,D,415000,486-73-0784,divorced,petersonmarissa@gmail.com,080-520-3696,15,N,P1001425,2035-10-30,Deceased,55.68,12.25,1447.68,221.0,Patrick Richardson,Spouse,100,14/02/2023 10:18:56
10002891,10028042,2020-09-01,2020/10/30,F,Michelle,Pierce,1940/07/14,WI,Madison,USA,80,N,0,344,A0001,447,C,344000,001-19-3449,single,cjackson@yahoo.com,580-456-6614,15,N,P1003668,2035-10-30,Cancelled by policy holder request,42.84,9.42,1113.84,170.17,Andrea Rhodes,Son,100,14/02/2023 10:18:56
10002892,10018845,2020-09-25,2020/10/30,F,Tiffany,Horne,1995/05/29,AL,Montgomery,USA,25,S,2,261,A0001,313,T,261000,212-01-7985,married,cynthiameyer@yahoo.com,401-775-0582,15,R,P1003999,2035-10-30,,30.0,6.6,780.0,119.1,Angela Tran,Spouse,100,14/02/2023 10:18:56
10002893,10016006,2020-08-01,2020/10/30,M,Michael,Davies,1963/01/17,MS,Jackson,USA,57,S,1,261,A0001,365,T,261000,591-17-7260,single,sflores@hotmail.com,949-562-6551,15,R,P1003896,2035-10-30,Cancelled due to non payment,34.98,7.7,909.48,138.95,Douglas Miller,Son,100,14/02/2023 10:18:56
10002894,10002738,2020-10-01,2020/10/30,F,Amber,Moreno,1969/08/12,KS,Wichita,USA,51,N,2,444,A0001,577,D,444000,038-27-4744,married,millerjason@gmail.com,789-734-4094,15,N,P1001099,2035-10-30,Deceased,55.3,12.17,1437.8,219.5,Mary Lewis,Son,100,14/02/2023 10:18:56
10002895,10041956,2020-08-23,2020/10/30,M,Phillip,Camacho,1998/03/14,MS,Jackson,USA,22,S,1,406,A0001,487,C,406000,308-61-6356,single,mlee@gmail.com,149-555-0925,15,N,P1003175,2035-10-30,Cancelled by policy holder request,46.67,10.27,1213.42,185.27,Michelle Davila,Daughter,100,14/02/2023 10:18:56
10002896,10004114,2020-10-10,2020/10/30,M,Garrett,Adams,1997/03/13,OK,Oklahoma City,USA,23,N,0,385,A0001,442,C,385000,571-94-6586,single,jessefox@yahoo.com,933-847-3874,15,N,P1001407,2035-10-30,Cancelled by policy holder request,42.36,9.32,1101.36,168.07,Nicholas Giles Jr.,Son,100,14/02/2023 10:18:56
10002897,10025234,2020-10-06,2020/10/30,F,Regina,Walton,1961/09/16,IL,Chicago,USA,59,S,0,225,A0001,315,T,225000,149-42-1417,married,harringtonrobert@hotmail.com,812-993-3389,15,R,P1003232,2035-10-30,Cancelled due to non payment,30.19,6.64,784.94,119.89,James Montgomery,Son,100,14/02/2023 10:18:56
10002898,10009451,2020-09-18,2020/10/31,M,Mark,Johnson,2002/08/23,MD,Baltimore,USA,18,S,0,308,A0001,369,T,308000,454-40-9261,divorced,kellyyoung@gmail.com,695-096-7072,15,R,P1002438,2035-10-31,,35.36,7.78,919.36,140.28,Kenneth Taylor,Spouse,100,14/02/2023 10:18:56
10002899,10046204,2020-08-17,2020/11/01,M,Edward,Holland,1975/07/17,SD,Sioux Falls,USA,45,S,0,162,A0001,194,C,162000,316-98-0080,married,wrightsylvia@gmail.com,732-853-3060,15,N,P1000287,2035-11-01,Cancelled by policy holder request,18.59,4.09,483.34,73.84,Ronald Escobar,Spouse,100,14/02/2023 10:18:56
10002900,10010198,2020-08-24,2020/11/01,F,Misty,Cain,1995/08/06,OH,Cleveland,USA,25,S,2,397,A0001,476,D,397000,778-25-9296,divorced,torresfrank@gmail.com,209-332-1255,15,R,P1002389,2035-11-01,Deceased,45.62,10.04,1186.12,181.04,Timothy Wright,Spouse,100,14/02/2023 10:18:56
10002901,10012553,2020-10-21,2020/11/01,F,Amber,Nelson,1979/03/23,OR,Portland,USA,41,N,1,204,A0001,234,C,204000,067-95-1047,married,tamarahayes@gmail.com,403-878-7662,15,R,P1001908,2035-11-01,Cancelled by policy holder request,22.42,4.93,582.92,88.93,Ryan Delacruz,Daughter,100,14/02/2023 10:18:56
10002902,10031598,2020-10-06,2020/11/01,F,Cassie,Ferguson,1947/09/06,NV,Las Vegas,USA,73,S,1,446,A0001,624,T,446000,684-83-3052,married,edwardshaley@yahoo.com,976-507-8958,15,R,P1001996,2035-11-01,Cancelled due to non payment,59.8,13.16,1554.8,237.41,Lisa Ray,Son,100,14/02/2023 10:18:56
10002903,10026427,2020-08-25,2020/11/01,F,Katherine,Contreras,1950/04/27,PA,Philadelphia,USA,70,N,2,169,A0001,219,T,169000,595-83-5469,single,esmith@hotmail.com,052-435-1569,15,R,P1001078,2035-11-01,Cancelled due to non payment,20.99,4.62,545.74,83.37,Christopher Galvan,Son,100,14/02/2023 10:18:56
10002904,10009781,2020-10-26,2020/11/01,M,Michael,Fisher,1946/05/13,IL,Chicago,USA,74,N,0,112,A0001,145,C,112000,859-38-9395,divorced,williamrobinson@gmail.com,909-997-0401,15,R,P1003837,2035-11-01,Cancelled by policy holder request,13.9,3.06,361.4,55.22,Stephanie Hall,Spouse,100,14/02/2023 10:18:56
10002905,10022805,2020-10-13,2020/11/01,F,Maria,Singh,2001/12/30,MO,Kansas City,USA,18,N,1,484,A0001,556,T,484000,337-51-9419,married,danielle00@hotmail.com,566-462-5555,15,R,P1000466,2035-11-01,,53.28,11.72,1385.28,211.47,Joseph Stewart,Daughter,100,14/02/2023 10:18:56
10002906,10001170,2020-09-29,2020/11/01,F,Victoria,Young,1949/06/15,MO,Lee's Summit,USA,71,S,0,375,A0001,525,D,375000,679-83-7145,married,james32@hotmail.com,483-493-2891,15,R,P1003009,2035-11-01,Deceased,50.31,11.07,1308.06,199.82,James Francis,Daughter,100,14/02/2023 10:18:56
10002907,10011640,2020-08-11,2020/11/01,M,Justin,Rogers,1971/05/22,DC,Washington,USA,49,N,2,101,A0001,131,D,101000,326-82-2599,single,carrie10@hotmail.com,616-130-1949,15,R,P1002933,2035-11-01,Deceased,12.55,2.76,326.3,49.76,Cheryl Jackson,Son,100,14/02/2023 10:18:56
10002908,10039924,2020-08-23,2020/11/01,M,Andrew,Murphy,1950/02/07,VT,Montpelier,USA,70,N,0,272,A0001,353,D,272000,232-78-9424,divorced,harveynicholas@gmail.com,561-475-9187,15,R,P1003130,2035-11-01,Deceased,33.83,7.44,879.58,134.19,James Rodgers,Spouse,100,14/02/2023 10:18:56
10002909,10035290,2020-09-12,2020/11/01,F,Deanna,Obrien,1997/08/18,AR,Little Rock,USA,23,S,1,299,A0001,358,D,299000,562-66-0803,married,vaughntyler@yahoo.com,640-440-4468,15,R,P1001967,2035-11-01,Deceased,34.31,7.55,892.06,136.3,Christopher Williams,Daughter,100,14/02/2023 10:18:56
10002910,10048997,2020-08-13,2020/11/01,M,David,Riley,1979/04/18,OH,Akron,USA,41,S,0,82,A0001,98,T,82000,392-61-1266,single,newmannicole@yahoo.com,583-884-7977,15,R,P1002918,2035-11-01,Cancelled due to non payment,9.39,2.07,244.14,37.32,Jennifer Singh,Spouse,100,14/02/2023 10:18:56
10002911,10006334,2020-09-27,2020/11/01,M,Joe,Ortega,1949/06/27,NM,Albuquerque,USA,71,S,0,199,A0001,278,T,199000,753-25-8696,single,navarrojonathon@hotmail.com,443-042-4826,15,N,P1000875,2035-11-01,,26.64,5.86,692.64,105.86,Johnathan Smith,Daughter,100,14/02/2023 10:18:56
10002912,10042381,2020-10-12,2020/11/01,M,Jeffery,Cline,1941/09/08,NM,Rio Rancho,USA,79,N,0,210,A0001,273,C,210000,735-01-0412,single,gpaul@gmail.com,996-792-0430,15,N,P1000547,2035-11-01,Cancelled by policy holder request,26.16,5.76,680.16,103.76,Roy Gutierrez,Spouse,100,14/02/2023 10:18:56
10002913,10034083,2020-08-27,2020/11/01,F,Brittany,Smith,1999/07/06,TN,Memphis,USA,21,N,1,105,A0001,120,T,105000,115-68-8325,married,tgarcia@gmail.com,030-190-8819,15,N,P1000164,2035-11-01,Cancelled due to non payment,11.5,2.53,299.0,45.68,Erin Vargas,Daughter,100,14/02/2023 10:18:56
10002914,10027684,2020-10-31,2020/11/02,F,Jasmine,Bradley,1966/04/19,AZ,Phoenix,USA,54,S,2,304,A0001,425,T,304000,319-04-7312,married,judyholland@hotmail.com,338-441-7177,15,N,P1001480,2035-11-02,Cancelled due to non payment,40.73,8.96,1058.98,161.71,Shawn Atkinson,Son,100,14/02/2023 10:18:56
10002915,10022284,2020-08-08,2020/11/02,M,Michael,Gilbert,1953/05/12,OR,Portland,USA,67,N,0,131,A0001,170,D,131000,306-23-0463,single,zlivingston@gmail.com,020-565-3470,15,R,P1000925,2035-11-02,Deceased,16.29,3.58,423.54,64.58,John Hunt,Spouse,100,14/02/2023 10:18:56
10002916,10026779,2020-08-17,2020/11/02,F,Natasha,Beltran,2001/10/29,KY,Lexington,USA,19,S,1,225,A0001,270,T,225000,801-19-6246,divorced,uleon@hotmail.com,327-165-4324,15,N,P1002231,2035-11-02,,25.87,5.69,672.62,102.69,Debra Horton,Daughter,100,14/02/2023 10:18:56
10002917,10012292,2020-10-14,2020/11/02,M,Casey,Arnold,1943/10/17,OR,Bend,USA,77,S,1,198,A0001,277,T,198000,272-37-3782,single,jonathanespinoza@gmail.com,248-208-6066,15,N,P1001540,2035-11-02,Cancelled due to non payment,26.55,5.84,690.3,105.34,Eric Key,Daughter,100,14/02/2023 10:18:56
10002918,10048052,2020-08-23,2020/11/03,F,Jessica,Romero,1961/04/30,MS,Jackson,USA,59,N,2,53,A0001,68,T,53000,288-82-4538,single,amy55@yahoo.com,717-702-9093,15,N,P1003418,2035-11-03,Cancelled due to non payment,6.52,1.43,169.52,25.93,Jennifer Smith,Spouse,100,14/02/2023 10:18:56
10002919,10020836,2020-08-13,2020/11/03,M,Shawn,Owens,1985/07/16,NM,Albuquerque,USA,35,S,1,82,A0001,98,C,82000,862-01-8296,divorced,michaelgross@gmail.com,570-073-2473,15,R,P1002027,2035-11-03,Cancelled by policy holder request,9.39,2.07,244.14,37.32,Maureen Washington,Son,100,14/02/2023 10:18:56
10002920,10032281,2020-08-08,2020/11/03,F,Tara,Bryant,1974/10/13,MS,Jackson,USA,46,S,1,129,A0001,180,T,129000,800-01-2232,married,jordanlong@yahoo.com,124-116-5929,15,N,P1003664,2035-11-03,,17.25,3.79,448.5,68.54,Lori Nelson,Son,100,14/02/2023 10:18:56
10002921,10047877,2020-10-09,2020/11/03,M,James,Woodward,1988/02/09,SC,North Charleston,USA,32,N,0,331,A0001,380,T,331000,600-21-1360,married,johnsonaaron@gmail.com,374-430-4344,15,R,P1001013,2035-11-03,,36.42,8.01,946.92,144.51,Phillip Hill,Son,100,14/02/2023 10:18:56
10002922,10030176,2020-09-06,2020/11/03,M,Craig,Valdez,1943/04/27,WI,Milwaukee,USA,77,S,1,413,A0001,578,D,413000,798-48-3877,single,tsalazar@yahoo.com,907-461-5928,15,R,P1003395,2035-11-03,Deceased,55.39,12.19,1440.14,219.94,Brian Carr,Spouse,100,14/02/2023 10:18:56
10002923,10006288,2020-08-28,2020/11/04,M,Darrell,Rivas,2004/12/24,OR,Portland,USA,15,N,0,175,A0001,201,C,175000,137-79-9524,divorced,hannahanderson@gmail.com,762-914-7160,15,R,P1003792,2035-11-04,Cancelled by policy holder request,19.26,4.24,500.76,76.49,Aaron Garza,Daughter,100,14/02/2023 10:18:56
10002924,10038791,2020-09-03,2020/11/05,F,Amanda,Pearson,1956/01/05,NH,Manchester,USA,64,N,1,423,A0001,549,T,423000,241-78-0540,married,nancy50@gmail.com,903-241-3263,15,N,P1003754,2035-11-05,Cancelled due to non payment,52.61,11.57,1367.86,208.82,Erica Moran,Son,100,14/02/2023 10:18:56
10002925,10019570,2020-08-20,2020/11/05,F,Holly,Mccarthy,1989/01/06,DE,Dover,USA,31,N,0,66,A0001,75,D,66000,426-56-2306,single,maxwellthomas@hotmail.com,602-198-1920,15,N,P1001679,2035-11-05,Deceased,7.19,1.58,186.94,28.58,Amanda Sims,Daughter,100,14/02/2023 10:18:56
10002926,10041048,2020-10-02,2020/11/05,F,Angela,Gates,1959/01/29,CA,San Jose,USA,61,S,0,294,A0001,411,D,294000,860-47-9341,single,jennifer89@yahoo.com,297-845-3459,15,R,P1003445,2035-11-05,Deceased,39.39,8.67,1024.14,156.42,Robert Davis,Son,100,14/02/2023 10:18:56
10002927,10002410,2020-10-05,2020/11/05,M,Mitchell,Jones,1951/11/08,GA,Macon,USA,68,N,0,232,A0001,301,T,232000,226-97-1120,married,stephanie17@yahoo.com,287-300-5383,15,R,P1000392,2035-11-05,Cancelled due to non payment,28.85,6.35,750.1,114.6,James Wiley,Son,100,14/02/2023 10:18:56
10002928,10019491,2020-08-17,2020/11/05,M,Christopher,Meadows,1961/09/14,ND,Fargo,USA,59,N,0,464,A0001,603,C,464000,818-13-1333,divorced,jessica45@hotmail.com,839-178-7635,15,N,P1000782,2035-11-05,Cancelled by policy holder request,57.79,12.71,1502.54,229.46,Alexandra Price,Spouse,100,14/02/2023 10:18:56
10002929,10031207,2020-08-09,2020/11/05,M,Sean,Anderson,2004/11/08,AL,Huntsville,USA,15,S,0,401,A0001,481,C,401000,572-12-9717,single,andrew83@gmail.com,323-474-7047,15,N,P1003596,2035-11-05,Cancelled by policy holder request,46.1,10.14,1198.6,183.01,Patrick Jones,Son,100,14/02/2023 10:18:56
10002930,10042534,2020-11-03,2020/11/05,F,Carmen,Hodges,1940/04/04,NM,Albuquerque,USA,80,S,0,139,A0001,194,T,139000,431-32-0011,single,matthewyang@hotmail.com,650-756-8644,15,R,P1000425,2035-11-05,,18.59,4.09,483.34,73.84,Victor Russell,Son,100,14/02/2023 10:18:56
10002931,10024925,2020-09-06,2020/11/05,F,Melinda,Weber,1975/12/06,MT,Billings,USA,44,N,2,452,A0001,519,D,452000,289-46-2062,single,bschmidt@gmail.com,228-305-4276,15,N,P1002223,2035-11-05,Deceased,49.74,10.94,1293.24,197.44,Sara Bates,Daughter,100,14/02/2023 10:18:56
10002932,10049494,2020-08-11,2020/11/05,F,Meagan,Mack,1948/05/21,MO,Kansas City,USA,72,S,1,361,A0001,505,C,361000,655-34-0045,divorced,kjackson@hotmail.com,840-278-2642,15,N,P1001074,2035-11-05,Cancelled by policy holder request,48.4,10.65,1258.4,192.15,Elizabeth Scott,Spouse,100,14/02/2023 10:18:56
10002933,10014542,2020-10-07,2020/11/05,M,Jonathan,Rogers,1940/04/17,VA,Hampton,USA,80,S,0,286,A0001,400,T,286000,762-24-3364,single,dianemedina@yahoo.com,081-641-6631,15,R,P1001485,2035-11-05,,38.33,8.43,996.58,152.18,Haley Carter,Daughter,100,14/02/2023 10:18:56
10002934,10038325,2020-10-21,2020/11/06,F,Wendy,Yoder,1957/08/17,DC,Washington,USA,63,N,0,375,A0001,487,C,375000,651-12-1723,divorced,tammycase@yahoo.com,360-414-0453,15,N,P1003601,2035-11-06,Cancelled by policy holder request,46.67,10.27,1213.42,185.27,Paul Hicks,Son,100,14/02/2023 10:18:56
10002935,10013592,2020-09-12,2020/11/06,M,Anthony,Mathis,1992/04/12,MS,Jackson,USA,28,S,2,156,A0001,187,T,156000,606-87-1209,single,michael70@yahoo.com,188-647-7805,15,R,P1000862,2035-11-06,Cancelled due to non payment,17.92,3.94,465.92,71.19,Michael Williams,Spouse,100,14/02/2023 10:18:56
10002936,10002143,2020-10-01,2020/11/06,F,Tammy,Johnson,1955/05/15,WV,Charleston,USA,65,N,2,467,A0001,607,D,467000,530-81-9560,divorced,manningsteven@yahoo.com,374-527-3629,15,N,P1003411,2035-11-06,Deceased,58.17,12.8,1512.42,231.05,Melissa Hamilton,Son,100,14/02/2023 10:18:56
