claimno,policyid,firstname,lastname,claimsreporteddate,policyeffectivedate,claimstatus,claimdescription,adjudicationstatus,adjudicationdescription,EOBgenerated,claimamount,paidamount,adjudicationdate,paymentdate,beneficiaryname,beneficiaryrelationship,beneficiarypct,checkno,lastupdated
10002255,10008185,Jesse,Krueger,07/03/2022,2022/06/03,P,Paid,,,N,228000,228000,,08/09/2022,David Dixon,Daughter,100,1001001,14/02/2023 10:26:20
10002256,10008186,Jonathan,Miller,07/03/2022,2022/06/03,P,Paid,,,Y,166000,166000,,08/08/2022,Richard Jackson,Spouse,100,1001001,14/02/2023 10:26:20
10002257,10008187,John,Hickman,07/03/2022,2022/06/03,A,Adjudicated,,,N,188000,,07/24/2022,,Allison Woodard,Spouse,100,,14/02/2023 10:26:20
10002258,10008192,Robert,Garcia,07/03/2022,2022/06/03,R,Received,,,Y,426000,,,,Peter Nguyen,Daughter,100,,14/02/2023 10:26:20
10002259,10008193,Tracey,Hamilton,07/03/2022,2022/06/05,A,Adjudicated,,,N,452000,,07/18/2022,,Anne Rangel,Daughter,100,,14/02/2023 10:26:20
10002260,10008205,Kathleen,Baker,07/03/2022,2022/06/07,A,Adjudicated,,,Y,272000,,07/27/2022,,Aaron Chavez,Spouse,100,,14/02/2023 10:26:20
10002261,10008210,Angela,Rodriguez,07/03/2022,2022/06/07,R,Received,,,N,232000,,,,Patrick Pratt,Daughter,100,,14/02/2023 10:26:20
10002262,10008222,Stacy,Simmons,07/03/2022,2022/06/08,P,Paid,,,Y,444000,444000,,07/15/2022,Allen Ryan,Spouse,100,1001001,14/02/2023 10:26:20
10002263,10008230,Shannon,Brooks,07/03/2022,2022/06/09,R,Received,,,Y,496000,,,,Nicole Torres,Son,100,,14/02/2023 10:26:20
10002264,10008233,Jessica,Barrett,07/03/2022,2022/06/09,A,Adjudicated,,,N,489000,,07/16/2022,,John Sullivan,Daughter,100,,14/02/2023 10:26:20
10002265,10008236,Connie,Delacruz,07/03/2022,2022/06/09,A,Adjudicated,,,N,461000,,07/24/2022,,Sean Hernandez,Daughter,100,,14/02/2023 10:26:20
10002266,10008240,Brenda,Pierce,07/03/2022,2022/06/10,P,Paid,,,N,86000,86000,,08/02/2022,Sabrina Sawyer,Son,100,1001001,14/02/2023 10:26:20
10002267,10008245,Joseph,Bell,07/03/2022,2022/06/11,I,Inprogress,RA,Requirement Awaited,N,436000,,,,Andrew Allen,Spouse,100,,14/02/2023 10:26:20
10002268,10008248,Jennifer,Perry,07/03/2022,2022/06/11,A,Adjudicated,,,Y,470000,,07/16/2022,,Angela Clark,Spouse,100,,14/02/2023 10:26:20
10002269,10008258,Geoffrey,Nguyen,07/03/2022,2022/06/12,A,Adjudicated,,,Y,388000,,07/12/2022,,Amy Diaz,Daughter,100,,14/02/2023 10:26:20
10002270,10008265,Stephen,Gallagher,07/03/2022,2022/06/12,P,Paid,,,Y,214000,214000,,08/01/2022,David Johnson,Son,100,1001001,14/02/2023 10:26:20
10002271,10008270,Michael,Gordon,07/03/2022,2022/06/13,I,Inprogress,PL,Policy Lapsed,N,205000,,,,Bryan Medina,Son,100,,14/02/2023 10:26:20
10002272,10008272,Joseph,Salazar,07/03/2022,2022/06/14,I,Inprogress,FI,Fraud Investigation In Progress,N,60000,,,,Angela Young,Son,100,,14/02/2023 10:26:20
10002273,10008274,Helen,Thomas,07/03/2022,2022/06/14,A,Adjudicated,,,N,435000,,07/25/2022,,Andre Ray,Spouse,100,,14/02/2023 10:26:20
10002274,10008280,Grace,Morrison,07/03/2022,2022/06/15,P,Paid,,,N,448000,448000,,07/12/2022,Elizabeth Shaw,Spouse,100,1001001,14/02/2023 10:26:20
10002275,10008286,Anita,Robles,07/03/2022,2022/06/17,I,Inprogress,PL,Policy Lapsed,N,298000,,,,Jennifer Ramos,Daughter,100,,14/02/2023 10:26:20
10002276,10008287,Nicole,Anderson,07/03/2022,2022/06/17,P,Paid,,,Y,464000,464000,,08/01/2022,Rachel Warren,Spouse,100,1001001,14/02/2023 10:26:20
10002277,10008288,Brian,Ferguson,07/03/2022,2022/06/17,R,Received,,,Y,229000,,,,Jeffrey Meyer,Daughter,100,,14/02/2023 10:26:20
10002278,10008316,Paul,Shields,07/03/2022,2022/06/20,P,Paid,,,Y,164000,164000,,07/21/2022,Christopher Haynes,Daughter,100,1001001,14/02/2023 10:26:20
10002279,10008317,Monica,Hurst,07/03/2022,2022/06/20,P,Paid,,,N,90000,90000,,07/31/2022,Charles Smith,Daughter,100,1001001,14/02/2023 10:26:20
10002280,10008318,Jennifer,Horton,07/03/2022,2022/06/20,I,Inprogress,DP,Document in Process,N,306000,,,,Ryan Smith,Spouse,100,,14/02/2023 10:26:20
10002281,10008323,Brian,Silva,07/03/2022,2022/06/20,A,Adjudicated,,,N,411000,,07/27/2022,,Teresa Kent,Daughter,100,,14/02/2023 10:26:20
10002282,10008326,Kevin,Randall,07/03/2022,2022/06/20,I,Inprogress,RA,Requirement Awaited,Y,360000,,,,Dr. Tiffany Reed,Spouse,100,,14/02/2023 10:26:20
10002283,10008331,Danny,Baird,07/03/2022,2022/06/21,P,Paid,,,N,61000,61000,,07/22/2022,Sarah Davis,Daughter,100,1001001,14/02/2023 10:26:20
10002284,10008333,Cody,Torres,07/03/2022,2022/06/21,R,Received,,,Y,183000,,,,Timothy Anderson,Son,100,,14/02/2023 10:26:20
10002285,10008336,Nathan,Elliott,07/03/2022,2022/06/21,R,Received,,,N,106000,,,,Christina Reed,Daughter,100,,14/02/2023 10:26:20
10002286,10008353,Michelle,Hernandez,07/03/2022,2022/06/24,R,Received,,,Y,243000,,,,Jeffrey Moreno,Daughter,100,,14/02/2023 10:26:20
10002287,10008373,John,Herrera,07/03/2022,2022/06/27,P,Paid,,,N,442000,442000,,07/29/2022,John Jones,Son,100,1001001,14/02/2023 10:26:20
10002288,10008390,Theresa,Reyes,07/03/2022,2022/06/29,A,Adjudicated,,,Y,252000,,07/24/2022,,Karen Cole,Spouse,100,,14/02/2023 10:26:20
10002289,10008394,Scott,Oconnell,07/03/2022,2022/06/30,A,Adjudicated,,,Y,483000,,07/30/2022,,Zachary Powell,Son,100,,14/02/2023 10:26:20
10002290,10008397,Thomas,Smith,07/03/2022,2022/06/30,I,Inprogress,RA,Requirement Awaited,Y,430000,,,,Kiara Sims,Son,100,,14/02/2023 10:26:20
10002291,10008398,Gregory,King,07/03/2022,2022/06/30,P,Paid,,,Y,371000,371000,,07/29/2022,Andrea Williamson,Daughter,100,1001001,14/02/2023 10:26:20
10002292,10008412,Leah,Adams,07/03/2022,2022/07/02,R,Received,,,N,292000,,,,Bradley Olson,Spouse,100,,14/02/2023 10:26:20
10002293,10007828,Debra,Mcdonald,07/03/2022,2022/04/30,I,Inprogress,BN,Beneficiary Not Found,N,117000,,,,Vincent Sherman,Spouse,100,,14/02/2023 10:26:20
10002294,10007908,Lauren,Wu,07/03/2022,2022/05/09,P,Paid,,,Y,147000,147000,,07/18/2022,Tyler Forbes,Daughter,100,1001001,14/02/2023 10:26:20
10002295,10007925,Kenneth,Allen,07/03/2022,2022/05/10,P,Paid,,,N,379000,379000,,07/22/2022,Kimberly Mack,Daughter,100,1001001,14/02/2023 10:26:20
10002296,10007927,Michael,Gonzalez,07/03/2022,2022/05/10,I,Inprogress,FI,Fraud Investigation In Progress,Y,365000,,,,Sarah Bernard,Daughter,100,,14/02/2023 10:26:20
10002297,10007949,Jennifer,Parker,07/03/2022,2022/05/14,P,Paid,,,Y,75000,75000,,07/26/2022,Louis Hines,Son,100,1001001,14/02/2023 10:26:20
10002298,10007970,Robert,Reynolds,07/03/2022,2022/05/17,P,Paid,,,Y,147000,147000,,08/01/2022,Jonathan Mason,Daughter,100,1001001,14/02/2023 10:26:20
10002299,10007991,Logan,Thomas,07/03/2022,2022/05/20,R,Received,,,N,268000,,,,Dana Carr,Spouse,100,,14/02/2023 10:26:20
10002300,10007997,Sonya,Bowman,07/03/2022,2022/05/22,A,Adjudicated,,,Y,290000,,07/30/2022,,James Jackson,Daughter,100,,14/02/2023 10:26:20
10002301,10008029,Paul,Johnson,07/03/2022,2022/05/25,R,Received,,,N,249000,,,,Pamela Martinez,Daughter,100,,14/02/2023 10:26:20
10002302,10008045,Ann,Matthews,07/03/2022,2022/05/26,R,Received,,,N,360000,,,,Gregory Coleman,Son,100,,14/02/2023 10:26:20
10002303,10008092,Tony,Brown,07/03/2022,2022/05/31,R,Received,,,Y,468000,,,,Lauren Dunn,Daughter,100,,14/02/2023 10:26:20
10002304,10008100,David,Horn,07/03/2022,2022/05/31,R,Received,,,Y,235000,,,,Michelle Morrison,Daughter,100,,14/02/2023 10:26:20
10002305,10008131,Randy,Peterson,07/03/2022,2022/06/04,A,Adjudicated,,,N,490000,,07/27/2022,,Cheryl Johnson,Daughter,100,,14/02/2023 10:26:20
10002306,10007535,Bobby,Herman,07/03/2022,2022/04/01,R,Received,,,Y,55000,,,,Lisa Murphy,Spouse,100,,14/02/2023 10:26:20
10002307,10007583,Nicole,Freeman,07/03/2022,2022/04/06,R,Received,,,Y,396000,,,,Keith Rojas,Spouse,100,,14/02/2023 10:26:20
10002308,10007588,Todd,Munoz,07/03/2022,2022/04/07,I,Inprogress,RA,Requirement Awaited,Y,97000,,,,Alvin Knox,Spouse,100,,14/02/2023 10:26:20
10002309,10007641,Scott,Murphy,07/03/2022,2022/04/13,I,Inprogress,RA,Requirement Awaited,Y,355000,,,,Christopher Rivas,Son,100,,14/02/2023 10:26:20
10002310,10007642,Jared,Allen,07/03/2022,2022/04/13,P,Paid,,,Y,481000,481000,,07/22/2022,Cheryl Gonzalez,Son,100,1001001,14/02/2023 10:26:20
10002311,10007663,William,Smith,07/03/2022,2022/04/16,A,Adjudicated,,,Y,53000,,07/22/2022,,Kimberly Chen,Daughter,100,,14/02/2023 10:26:20
10002312,10007671,Diana,Martinez,07/03/2022,2022/04/16,I,Inprogress,FI,Fraud Investigation In Progress,N,111000,,,,Dana Marquez,Spouse,100,,14/02/2023 10:26:20
10002313,10007687,Brett,Robles,07/03/2022,2022/04/18,R,Received,,,N,274000,,,,Stephen Martin,Daughter,100,,14/02/2023 10:26:20
10002314,10007696,Eric,Hudson,07/03/2022,2022/04/23,R,Received,,,Y,118000,,,,Mr. Mark Murphy,Son,100,,14/02/2023 10:26:20
10002315,10007746,Jill,Mendoza,07/03/2022,2022/04/28,I,Inprogress,RA,Requirement Awaited,Y,243000,,,,Nicole Parker,Daughter,100,,14/02/2023 10:26:20
10002316,10007755,Samantha,Baker,07/03/2022,2022/04/29,R,Received,,,N,357000,,,,Ronald Wilkerson,Spouse,100,,14/02/2023 10:26:20
10002317,10007278,Andrea,Reid,07/03/2022,2022/02/28,R,Received,,,Y,275000,,,,James Marquez,Daughter,100,,14/02/2023 10:26:20
10002318,10007398,Bryan,Franklin,07/03/2022,2022/03/15,I,Inprogress,PL,Policy Lapsed,N,446000,,,,Micheal Morales,Daughter,100,,14/02/2023 10:26:20
10002319,10007455,Brooke,Juarez,07/03/2022,2022/03/23,P,Paid,,,Y,153000,153000,,08/07/2022,Amanda Green,Daughter,100,1001001,14/02/2023 10:26:20
10002320,10007064,Brian,Perry,07/03/2022,2022/02/06,A,Adjudicated,,,Y,197000,,07/18/2022,,Elizabeth Spencer,Spouse,100,,14/02/2023 10:26:20
10002321,10008421,Tina,Ward,07/31/2022,2022/06/28,I,Inprogress,RA,Requirement Awaited,Y,195000,,,,Laura Luna,Son,100,,14/02/2023 10:26:20
10002322,10008424,Joel,Walker,07/31/2022,2022/06/28,R,Received,,,N,204000,,,,Toni Bowman,Son,100,,14/02/2023 10:26:20
10002323,10008426,Joseph,Page,07/31/2022,2022/06/28,A,Adjudicated,,,N,277000,,08/06/2022,,Sara Garcia,Spouse,100,,14/02/2023 10:26:20
10002324,10008430,Troy,Campbell,07/31/2022,2022/06/29,A,Adjudicated,,,Y,494000,,08/13/2022,,Carrie Armstrong,Daughter,100,,14/02/2023 10:26:20
10002325,10008432,Lisa,Barnes,07/31/2022,2022/06/30,I,Inprogress,FI,Fraud Investigation In Progress,N,294000,,,,Stephen Brown,Daughter,100,,14/02/2023 10:26:20
10002326,10008433,Frederick,Wiggins,07/31/2022,2022/06/30,I,Inprogress,PL,Policy Lapsed,N,68000,,,,Kevin Davila,Daughter,100,,14/02/2023 10:26:20
10002327,10008441,Michael,Hunter,07/31/2022,2022/07/02,R,Received,,,N,294000,,,,Donna Deleon,Daughter,100,,14/02/2023 10:26:20
10002328,10008454,Jose,Burns,07/31/2022,2022/07/03,R,Received,,,N,214000,,,,Louis Bowers,Daughter,100,,14/02/2023 10:26:20
10002329,10008456,Cynthia,Russell,07/31/2022,2022/07/04,P,Paid,,,Y,450000,450000,,08/20/2022,Andrew Sandoval,Daughter,100,1001001,14/02/2023 10:26:20
10002330,10008457,Ashley,Martin,07/31/2022,2022/07/04,A,Adjudicated,,,N,418000,,08/19/2022,,Kathryn Warren,Son,100,,14/02/2023 10:26:20
10002331,10008460,Holly,Myers,07/31/2022,2022/07/05,R,Received,,,Y,296000,,,,Jacob Mack,Spouse,100,,14/02/2023 10:26:20
10002332,10008462,Brett,Henry,07/31/2022,2022/07/05,I,Inprogress,DP,Document in Process,Y,349000,,,,Carrie Lawrence,Son,100,,14/02/2023 10:26:20
10002333,10008465,Ryan,Morgan,07/31/2022,2022/07/05,R,Received,,,N,417000,,,,Megan Short,Son,100,,14/02/2023 10:26:20
10002334,10008473,Oscar,Medina,07/31/2022,2022/07/07,R,Received,,,Y,53000,,,,Rhonda Beck,Spouse,100,,14/02/2023 10:26:20
10002335,10008474,Jose,Smith,07/31/2022,2022/07/07,A,Adjudicated,,,Y,208000,,08/10/2022,,Heather Alvarado,Son,100,,14/02/2023 10:26:20
10002336,10008491,Lisa,Phillips,07/31/2022,2022/07/09,P,Paid,,,Y,148000,148000,,08/23/2022,Paul Miller,Son,100,1001001,14/02/2023 10:26:20
10002337,10008495,Jeremy,Kelly,07/31/2022,2022/07/09,A,Adjudicated,,,Y,154000,,08/28/2022,,Kevin Lawrence,Spouse,100,,14/02/2023 10:26:20
10002338,10008501,Christopher,Lopez,07/31/2022,2022/07/10,R,Received,,,Y,407000,,,,Christopher Thompson,Son,100,,14/02/2023 10:26:20
10002339,10008506,Erica,Padilla,07/31/2022,2022/07/10,R,Received,,,N,432000,,,,Jacob Gates,Daughter,100,,14/02/2023 10:26:20
10002340,10008515,James,Smith,07/31/2022,2022/07/11,P,Paid,,,Y,200000,200000,,08/24/2022,Gary King,Spouse,100,1001001,14/02/2023 10:26:20
10002341,10008525,Heather,Spencer,07/31/2022,2022/07/12,R,Received,,,Y,218000,,,,Andrea Phillips,Daughter,100,,14/02/2023 10:26:20
10002342,10008531,Christopher,Delgado,07/31/2022,2022/07/12,P,Paid,,,Y,123000,123000,,08/30/2022,Evan Case,Spouse,100,1001001,14/02/2023 10:26:20
10002343,10008540,Jade,Hill,07/31/2022,2022/07/13,I,Inprogress,BN,Beneficiary Not Found,Y,236000,,,,Bruce Shelton,Spouse,100,,14/02/2023 10:26:20
10002344,10008543,James,Smith,07/31/2022,2022/07/14,R,Received,,,Y,328000,,,,Michael Hernandez,Daughter,100,,14/02/2023 10:26:20
10002345,10008545,Madison,King,07/31/2022,2022/07/15,R,Received,,,N,250000,,,,Margaret Holmes,Spouse,100,,14/02/2023 10:26:20
10002346,10008548,Jason,Warner,07/31/2022,2022/07/15,P,Paid,,,Y,183000,183000,,08/26/2022,Sharon Rodriguez,Daughter,100,1001001,14/02/2023 10:26:20
10002347,10008557,Andrea,Singh,07/31/2022,2022/07/16,I,Inprogress,BN,Beneficiary Not Found,Y,254000,,,,Stephanie Day,Son,100,,14/02/2023 10:26:20
10002348,10008559,Jordan,Hobbs,07/31/2022,2022/07/16,P,Paid,,,Y,81000,81000,,09/01/2022,Raymond Miller,Spouse,100,1001001,14/02/2023 10:26:20
10002349,10008563,Nicole,Smith,07/31/2022,2022/07/16,R,Received,,,N,452000,,,,Dustin James,Daughter,100,,14/02/2023 10:26:20
10002350,10008571,Christine,Wagner,07/31/2022,2022/07/18,I,Inprogress,DP,Document in Process,N,329000,,,,James Dudley,Daughter,100,,14/02/2023 10:26:20
10002351,10008573,Lisa,Campbell,07/31/2022,2022/07/18,R,Received,,,N,283000,,,,Tara Davis,Son,100,,14/02/2023 10:26:20
10002352,10008576,Amber,Reyes,07/31/2022,2022/07/18,P,Paid,,,N,451000,451000,,08/28/2022,Shannon Miller,Spouse,100,1001001,14/02/2023 10:26:20
10002353,10008584,Mark,Lewis,07/31/2022,2022/07/19,A,Adjudicated,,,Y,412000,,08/20/2022,,Mary Lopez,Son,100,,14/02/2023 10:26:20
10002354,10008588,Leslie,Wade,07/31/2022,2022/07/19,I,Inprogress,DP,Document in Process,Y,499000,,,,Randy Wade DDS,Daughter,100,,14/02/2023 10:26:20
10002355,10008590,Courtney,Gilbert,07/31/2022,2022/07/19,I,Inprogress,PL,Policy Lapsed,Y,178000,,,,Virginia Martin,Son,100,,14/02/2023 10:26:20
10002356,10008591,Hailey,Rose,07/31/2022,2022/07/19,P,Paid,,,N,109000,109000,,08/22/2022,William Jackson,Spouse,100,1001001,14/02/2023 10:26:20
10002357,10008592,Mathew,Caldwell,07/31/2022,2022/07/19,I,Inprogress,RA,Requirement Awaited,Y,474000,,,,Kirsten Pham,Son,100,,14/02/2023 10:26:20
10002358,10008594,Randy,Roman,07/31/2022,2022/07/19,R,Received,,,N,155000,,,,William Hunter,Daughter,100,,14/02/2023 10:26:20
10002359,10008595,Jeffery,Sanchez,07/31/2022,2022/07/19,A,Adjudicated,,,Y,388000,,08/16/2022,,Jason Guzman,Son,100,,14/02/2023 10:26:20
10002360,10008597,Amber,Reilly,07/31/2022,2022/07/20,R,Received,,,Y,463000,,,,Shane Pena,Son,100,,14/02/2023 10:26:20
10002361,10008600,Carla,Summers,07/31/2022,2022/07/20,I,Inprogress,RA,Requirement Awaited,N,166000,,,,Colleen Cox,Daughter,100,,14/02/2023 10:26:20
10002362,10008604,Donald,Murphy,07/31/2022,2022/07/20,A,Adjudicated,,,Y,338000,,08/23/2022,,Calvin Watkins,Son,100,,14/02/2023 10:26:20
10002363,10008609,Paul,Norris,07/31/2022,2022/07/20,R,Received,,,N,78000,,,,Kyle Walker,Daughter,100,,14/02/2023 10:26:20
10002364,10008612,Toni,Liu,07/31/2022,2022/07/21,R,Received,,,Y,438000,,,,Shannon Frazier,Daughter,100,,14/02/2023 10:26:20
10002365,10008619,Christopher,Mccarthy,07/31/2022,2022/07/21,P,Paid,,,N,482000,482000,,09/04/2022,Derrick Ibarra,Son,100,1001001,14/02/2023 10:26:20
10002366,10008620,Benjamin,Castro,07/31/2022,2022/07/22,I,Inprogress,RA,Requirement Awaited,Y,114000,,,,Harold Clark,Son,100,,14/02/2023 10:26:20
10002367,10008626,Amanda,Kaufman,07/31/2022,2022/07/23,A,Adjudicated,,,N,415000,,08/23/2022,,Jason Gay,Spouse,100,,14/02/2023 10:26:20
10002368,10008628,Cheryl,Hayden,07/31/2022,2022/07/23,R,Received,,,N,300000,,,,Pamela Graham,Son,100,,14/02/2023 10:26:20
10002369,10008637,Ronald,Russell,07/31/2022,2022/07/23,P,Paid,,,N,488000,488000,,09/01/2022,George Clark,Son,100,1001001,14/02/2023 10:26:20
10002370,10008648,Hannah,Brown,07/31/2022,2022/07/24,I,Inprogress,FI,Fraud Investigation In Progress,Y,463000,,,,Antonio Villarreal,Spouse,100,,14/02/2023 10:26:20
10002371,10008649,Sonya,Carter,07/31/2022,2022/07/24,I,Inprogress,FI,Fraud Investigation In Progress,N,385000,,,,Courtney Mccarthy,Son,100,,14/02/2023 10:26:20
10002372,10008652,Lance,Jones,07/31/2022,2022/07/25,A,Adjudicated,,,N,456000,,08/21/2022,,Barry Barron,Son,100,,14/02/2023 10:26:20
10002373,10008662,Jeffrey,Ramirez,07/31/2022,2022/07/25,A,Adjudicated,,,Y,189000,,08/27/2022,,Brandon Dudley,Daughter,100,,14/02/2023 10:26:20
10002374,10008665,Matthew,Herring,07/31/2022,2022/07/26,R,Received,,,Y,492000,,,,Leslie Crawford,Spouse,100,,14/02/2023 10:26:20
10002375,10008667,Bryan,Kaufman,07/31/2022,2022/07/26,I,Inprogress,FI,Fraud Investigation In Progress,Y,270000,,,,Charles Jefferson,Daughter,100,,14/02/2023 10:26:20
10002376,10008670,Amy,Kennedy,07/31/2022,2022/07/26,P,Paid,,,N,417000,417000,,08/15/2022,Aaron Bauer,Spouse,100,1001001,14/02/2023 10:26:20
10002377,10008672,Jessica,Sosa,07/31/2022,2022/07/26,A,Adjudicated,,,Y,306000,,08/26/2022,,Steven Jackson,Son,100,,14/02/2023 10:26:20
10002378,10008676,Brittney,Strickland,07/31/2022,2022/07/27,P,Paid,,,Y,335000,335000,,08/18/2022,Jessica Clark,Son,100,1001001,14/02/2023 10:26:20
10002379,10008679,Christopher,Rivera,07/31/2022,2022/07/27,I,Inprogress,BN,Beneficiary Not Found,N,422000,,,,Alexander Hoover,Spouse,100,,14/02/2023 10:26:20
10002380,10008680,Terry,Johnson,07/31/2022,2022/07/27,A,Adjudicated,,,N,315000,,08/05/2022,,Sarah Tran,Daughter,100,,14/02/2023 10:26:20
10002381,10008681,Erica,Bridges,07/31/2022,2022/07/27,A,Adjudicated,,,N,235000,,08/30/2022,,Hayden Nichols,Spouse,100,,14/02/2023 10:26:20
10002382,10008682,Brandy,Graham,07/31/2022,2022/07/27,R,Received,,,Y,379000,,,,Katelyn Hudson,Daughter,100,,14/02/2023 10:26:20
10002383,10008687,Jeremy,Martin,07/31/2022,2022/07/27,A,Adjudicated,,,Y,88000,,08/26/2022,,Peter Lucero,Spouse,100,,14/02/2023 10:26:20
10002384,10008689,Jamie,Williams,07/31/2022,2022/07/27,I,Inprogress,BN,Beneficiary Not Found,Y,328000,,,,Anna Cook,Daughter,100,,14/02/2023 10:26:20
10002385,10008692,Julia,Taylor,07/31/2022,2022/07/28,I,Inprogress,PL,Policy Lapsed,N,475000,,,,Eric Sanchez,Son,100,,14/02/2023 10:26:20
10002386,10008712,Mark,Adams,07/31/2022,2022/07/30,R,Received,,,N,281000,,,,Alex Barrett,Son,100,,14/02/2023 10:26:20
10002387,10008716,Rodney,Marshall,07/31/2022,2022/07/30,A,Adjudicated,,,N,354000,,08/11/2022,,Kenneth Williams,Spouse,100,,14/02/2023 10:26:20
10002388,10008724,Michael,Ross,07/31/2022,2022/07/31,R,Received,,,N,225000,,,,Richard Mendez,Son,100,,14/02/2023 10:26:20
10002389,10008154,Jeffrey,Byrd,07/31/2022,2022/05/30,R,Received,,,N,58000,,,,Alejandro Smith,Daughter,100,,14/02/2023 10:26:20
10002390,10008194,Mario,Bryant,07/31/2022,2022/06/05,A,Adjudicated,,,N,350000,,08/06/2022,,Natasha Riggs,Daughter,100,,14/02/2023 10:26:20
10002391,10008200,Lindsay,Cox,07/31/2022,2022/06/07,P,Paid,,,N,461000,461000,,08/21/2022,Brett Hunter,Daughter,100,1001001,14/02/2023 10:26:20
10002392,10008214,Kelly,Cannon,07/31/2022,2022/06/08,A,Adjudicated,,,N,343000,,08/13/2022,,Kaylee Bauer,Daughter,100,,14/02/2023 10:26:20
10002393,10008221,Andrea,Taylor,07/31/2022,2022/06/08,A,Adjudicated,,,N,88000,,08/21/2022,,Gloria Davis,Son,100,,14/02/2023 10:26:20
10002394,10008241,Jessica,Calhoun,07/31/2022,2022/06/10,I,Inprogress,FI,Fraud Investigation In Progress,Y,327000,,,,Edward King,Spouse,100,,14/02/2023 10:26:20
10002395,10008289,Thomas,Hill,07/31/2022,2022/06/17,A,Adjudicated,,,Y,71000,,08/22/2022,,Edward Moyer,Spouse,100,,14/02/2023 10:26:20
10002396,10008309,Michael,Hamilton,07/31/2022,2022/06/19,A,Adjudicated,,,N,358000,,08/24/2022,,Jamie Crawford,Daughter,100,,14/02/2023 10:26:20
10002397,10008357,Donald,Harvey,07/31/2022,2022/06/24,I,Inprogress,FI,Fraud Investigation In Progress,Y,457000,,,,Shelley Oneill,Daughter,100,,14/02/2023 10:26:20
10002398,10008358,Shannon,Ortega,07/31/2022,2022/06/24,R,Received,,,Y,246000,,,,Suzanne Mcdonald,Daughter,100,,14/02/2023 10:26:20
10002399,10008359,Lauren,Stephens,07/31/2022,2022/06/24,I,Inprogress,FI,Fraud Investigation In Progress,Y,58000,,,,Maria Johnson,Daughter,100,,14/02/2023 10:26:20
10002400,10008370,Amy,Conner,07/31/2022,2022/06/27,I,Inprogress,DP,Document in Process,N,451000,,,,James Dickerson,Daughter,100,,14/02/2023 10:26:20
10002401,10008378,Yolanda,Reeves,07/31/2022,2022/06/27,I,Inprogress,RA,Requirement Awaited,Y,153000,,,,Jackson Goodman,Daughter,100,,14/02/2023 10:26:20
10002402,10008386,James,Hall,07/31/2022,2022/06/29,P,Paid,,,Y,452000,452000,,08/10/2022,Timothy Cobb,Daughter,100,1001001,14/02/2023 10:26:20
10002403,10008406,Dana,Jackson,07/31/2022,2022/07/01,P,Paid,,,Y,446000,446000,,08/11/2022,Jason Greene,Son,100,1001001,14/02/2023 10:26:20
10002404,10007789,Angela,Potts,07/31/2022,2022/04/26,I,Inprogress,FI,Fraud Investigation In Progress,Y,354000,,,,Roberto Moore,Spouse,100,,14/02/2023 10:26:20
10002405,10007791,Sarah,Rodriguez,07/31/2022,2022/04/26,P,Paid,,,N,69000,69000,,08/24/2022,Judith Graham,Spouse,100,1001001,14/02/2023 10:26:20
10002406,10007808,Shelley,Allen,07/31/2022,2022/04/28,A,Adjudicated,,,N,58000,,08/25/2022,,James Brown,Daughter,100,,14/02/2023 10:26:20
10002407,10007822,Wanda,Simpson,07/31/2022,2022/04/30,A,Adjudicated,,,Y,92000,,08/12/2022,,David Williams,Son,100,,14/02/2023 10:26:20
10002408,10007843,Gabriel,Johnson,07/31/2022,2022/05/02,R,Received,,,Y,424000,,,,Alyssa Burnett,Daughter,100,,14/02/2023 10:26:20
10002409,10007863,Casey,Castro,07/31/2022,2022/05/05,P,Paid,,,N,178000,178000,,09/04/2022,Shannon Carrillo,Daughter,100,1001001,14/02/2023 10:26:20
10002410,10007879,Teresa,Baker,07/31/2022,2022/05/07,R,Received,,,Y,274000,,,,Kayla Cox,Daughter,100,,14/02/2023 10:26:20
10002411,10007922,Keith,White,07/31/2022,2022/05/10,A,Adjudicated,,,N,235000,,08/12/2022,,Christopher Guerrero,Daughter,100,,14/02/2023 10:26:20
10002412,10007944,Patrick,Howard,07/31/2022,2022/05/14,A,Adjudicated,,,N,111000,,08/13/2022,,Nicholas Anderson,Spouse,100,,14/02/2023 10:26:20
10002413,10007968,Adam,Park,07/31/2022,2022/05/17,A,Adjudicated,,,N,434000,,08/26/2022,,William Graham,Spouse,100,,14/02/2023 10:26:20
10002414,10008054,Jennifer,Haney,07/31/2022,2022/05/27,P,Paid,,,Y,81000,81000,,09/03/2022,Robert Munoz,Daughter,100,1001001,14/02/2023 10:26:20
10002415,10008057,Andres,West,07/31/2022,2022/05/27,P,Paid,,,Y,82000,82000,,08/20/2022,Olivia Smith,Daughter,100,1001001,14/02/2023 10:26:20
10002416,10008063,Michelle,Roth,07/31/2022,2022/05/28,P,Paid,,,Y,121000,121000,,08/15/2022,Francisco Cruz,Spouse,100,1001001,14/02/2023 10:26:20
10002417,10008089,Allison,Carson,07/31/2022,2022/05/30,A,Adjudicated,,,N,315000,,08/07/2022,,Rebecca Hernandez,Daughter,100,,14/02/2023 10:26:20
10002418,10008105,Daniel,Caldwell,07/31/2022,2022/06/01,A,Adjudicated,,,Y,303000,,08/16/2022,,Catherine Henderson,Son,100,,14/02/2023 10:26:20
